ID	physiological_condition	immune_cell_type	Gene_A_expression	Gene_B_expression	Gene_C_expression	Gene_D_expression	Gene_E_expression	Gene_F_expression	regeneration_capacity	age_years	immune_receptor_diversity	response_to_infection	inflammation_level	weight_kg	habitat_location	resilience_score	reproduction_rate
1042	Stressed	Dendritic_cells	86.046920600276	119.788547372466	95.2188175074534	102.389132992458	132.101467560622	111.768168314218	112.9	19	71.8	83.2	26.1	570.4	Atlantic	127	11.3
1043	Infected	Macrophages	143.239633593743	169.105111116264	173.63568431337	164.003572046641	176.671970255089	172.197582403939	132	35	69.1	87.6	28	605	Arctic	162.4	10.8
1044	Healthy	B_cells	59.1584935177636	71.4615974236772	94.5290100913226	65.3277094892702	86.9627329660017	87.871737251462	110.4	14	90.6	89.8	28.8	456	Indian	119.5	20.7
1045	Stressed	B_cells	83.227526492492	95.7524950317229	101.693169045638	91.7014807771139	104.51737420969	122.020478859612	94.6	30	73.2	75.8	21.8	303	Arctic	103.6	11.2
1046	Healthy	NK_cells	77.4793105338022	67.7920754980683	106.31301987382	75.288559006913	103.974084162508	85.4659088589921	118.3	7	94.4	73.7	67.5	523.5	Indian	134.1	20.6
1047	Infected	T_cells	131.588437826318	168.256878223581	173.60153089364	175.507258614083	183.19930667996	184.692222062073	133.5	32	70.5	102.7	26.6	472.8	Arctic	145.7	10.9
1048	Stressed	NK_cells	78.4665614616471	111.693848328389	87.8219843077216	102.312848064503	136.196735871782	114.834700641793	109	60	46.1	79.3	76.4	463.2	Arctic	140.5	10.8
1049	Infected	Monocytes	141.575467361216	161.311539862601	158.779267965399	170.542649154164	176.345654889426	173.754763732641	126.1	26	75.8	113	18.4	574.1	Indian	138.7	11.9
1050	Recovering	Monocytes	77.1328832402743	91.0682652648462	94.0409504705658	92.323480442753	114.109114187999	81.2431665811117	94.1	7	81.1	64.5	24.6	564.5	Pacific	121	14.1
1051	Injured	Monocytes	110.176410286591	117.510397238398	108.531243166909	79.0987719278573	143.304234752971	144.301148161763	119.3	39	61.3	71.9	26.2	598.4	Atlantic	133.5	13.5
1052	Recovering	Monocytes	79.1061056138	99.9092238272973	89.27711279592	94.700311770764	112.497801427477	90.4748101611487	101.8	13	84.6	75.3	29	465.6	Pacific	113.8	14.5
1053	Infected	T_cells	160.310713747938	179.026815851016	159.507975712978	160.508066581506	182.388478752972	168.153342887709	132.4	6	88.8	100.7	30	549	Atlantic	119.7	12
1054	Healthy	NK_cells	71.7188413357796	68.5061866633277	104.867236764462	78.7486570612017	92.9331604568755	91.3086644246704	120.1	44	80.7	70.6	66.6	493.9	Southern	136.5	20.9
1055	Healthy	T_cells	68.8923027322995	59.2435356221073	93.6554484284952	76.9200602051035	98.7346678017819	89.9769925975115	123.6	28	91.6	67.2	21.4	406.7	Pacific	102.9	22.4
1056	Healthy	NK_cells	88.3311975998724	71.4000588505636	103.644756755325	80.5608056159615	84.9548851158025	87.3927154381928	114.3	49	80.8	90.8	57.7	436.6	Atlantic	116.2	22.7
1057	Injured	T_cells	110.65412938408	110.545773486198	125.186709922673	110.486967067679	164.254300830996	152.217670378545	123.7	28	69.9	77	32.9	553.2	Pacific	124.7	9.5
1058	Recovering	Monocytes	75.848277428518	102.450331725524	111.467155082226	94.5952261941499	108.199393024127	82.8944654503524	105.5	6	81.6	70.1	25.6	497.6	Arctic	153.7	17.5
1059	Infected	Monocytes	144.295520155833	153.86834467543	155.931203121333	158.79455808897	160.342746863001	171.235122279243	129.9	18	82.5	97.6	24.6	403.5	Southern	117.1	12.6
1060	Recovering	Dendritic_cells	98.7942504199415	103.984322147719	103.952271435569	107.282035245303	136.138813093941	116.751671692698	114.2	39	69	82.6	22.8	472.5	Pacific	118.5	16.8
1061	Healthy	B_cells	70.3865117645489	65.1612305724184	84.540133125811	74.3345635260078	96.1271715014928	65.6357154584063	122	34	90	64.3	21.1	460.9	Indian	125.6	22.1
1062	Infected	Dendritic_cells	147.205479056493	188.876615834902	187.881630289109	184.311755913551	186.350007252464	191.390659241062	134.1	44	68.4	86.9	22.3	524.3	Indian	130.5	11.5
1063	Injured	NK_cells	111.026556532148	117.473834807218	127.972941487798	104.634808716379	170.982270072751	139.234602674766	121.9	15	84.3	68.5	80.6	418.4	Pacific	112.3	9.9
1064	Healthy	Monocytes	72.2571720903292	66.0102413691147	94.0130914085039	91.5717902223356	94.9485532495326	80.8070877418584	121.1	59	72.3	57.7	22.9	515.8	Arctic	151.3	23.6
1065	Recovering	Dendritic_cells	109.294545336236	116.22300445674	108.020483011937	116.682597098197	141.789553137706	114.074197830587	121.4	36	67.2	63.4	23.9	516.9	Pacific	121.6	19.7
1066	Stressed	Monocytes	75.6449988244222	97.9209294441222	90.5829643413034	90.7564017822834	107.53128542762	77.0169723716765	101.1	57	51.1	49.4	21.5	387.6	Atlantic	110.3	10.4
1067	Healthy	Dendritic_cells	95.2913660883908	83.6880491915005	120.530206064196	90.6983383213666	89.3279268793162	86.4137661283668	126.2	6	96.8	86.6	23.7	568	Atlantic	129.7	21.9
1068	Recovering	T_cells	101.309672972261	115.17639650713	102.380066182963	101.139137822622	108.067478475669	107.224080501129	96.1	29	65.8	84.2	21.7	538.8	Arctic	154.6	13.9
1069	Healthy	NK_cells	79.6770135615777	66.2729734530283	112.389175256864	68.0806748871419	107.948910881604	77.4456101112972	130.9	29	83.9	64.5	62	560.1	Pacific	131.4	23
1070	Stressed	Dendritic_cells	85.6825292780322	121.364577161106	91.2692548737128	114.132742889901	117.645907647771	111.660252203205	105.8	50	55.7	63.2	29.8	570.2	Southern	144.5	11.7
1071	Injured	B_cells	105.461227369234	114.831753151265	122.243696903164	103.528326047209	152.25582152241	136.643768055035	123	11	82.7	83	22.7	554.2	Atlantic	123.2	10.3
1072	Infected	T_cells	173.145947995614	169.297339764654	173.910444922501	166.59130677174	181.889562727503	190.54608365204	138.3	54	58.3	98.7	16.4	418	Arctic	135	12.9
1073	Injured	Dendritic_cells	123.630497891885	125.224784753718	124.961118075295	121.488024714966	169.04251388653	168.852886292455	126.4	26	72.7	72.5	19.4	577.5	Pacific	128	12.3
1074	Healthy	T_cells	64.069630253893	72.9237360208338	94.0347649148251	74.599777962341	77.1132595336858	82.5131475093721	111.2	50	75.7	86.6	24.2	529.9	Atlantic	125.2	20.1
1075	Stressed	Dendritic_cells	92.1180996559934	103.824098838654	98.1660238502948	111.640433538208	132.731538753894	113.617969127175	112.7	60	49.5	76.6	30.5	476.4	Arctic	141.3	10.4
1076	Healthy	Monocytes	59.0698487857498	49.071333110757	89.3817909249923	78.0145341801157	86.7326156590727	68.8361185817135	127.2	31	87.2	65.5	22.8	397	Atlantic	117.7	22.8
1077	Healthy	T_cells	75.8300813502108	60.8090677123813	89.0373226647437	64.14394550782	88.9215811048266	73.7624693622273	119	32	85.2	60.8	32.7	427.8	Southern	115	22.9
1078	Stressed	NK_cells	100.973475372943	92.5249957197894	101.972803327257	112.841564090046	132.520510496041	102.592327804596	117.1	28	71.2	70.8	82.6	550.1	Pacific	128.5	10.7
1079	Injured	T_cells	99.3475666853059	129.055263888076	124.962253390949	110.253214531936	154.831378798564	163.360703210465	119.5	27	74.8	78	24.1	510.9	Indian	127.8	11.2
1080	Infected	Dendritic_cells	151.249678292751	184.53674612945	168.11371890667	186.296139286661	192.249258370236	202.573345233855	132.5	34	73.1	102.2	28	382.5	Pacific	112.1	11
1081	Infected	T_cells	141.993724574341	179.138651337524	170.230876553235	181.640686131818	176.474846650716	195.748050960146	134.9	12	88.4	101.7	19.8	418.7	Atlantic	112.4	11.2
1082	Injured	T_cells	119.103886196551	118.004638321602	115.841766536954	120.025776489216	160.479833733897	158.580204286181	131	60	52.4	66.3	30.1	476.7	Arctic	137.4	11.9
1083	Healthy	T_cells	73.476085764713	66.5723558648851	110.576313645964	84.8887491096293	86.1159011067244	86.008783208708	122	10	93.8	84.8	17.3	497.3	Southern	127.1	21
1084	Injured	B_cells	104.631537845651	108.845650542598	117.402823732514	94.9275853300081	159.580995779442	147.367366505383	115.4	9	83	71.8	29.8	679.7	Southern	165.8	9.5
1085	Injured	Dendritic_cells	117.290186832483	136.177651163679	114.139763259484	110.563224903056	162.363428579875	169.512864475134	118.5	15	77	74.9	24.6	582.7	Atlantic	127.5	12.8
1086	Infected	NK_cells	153.22417436716	171.221858736586	170.436816297019	165.770684701255	191.558919828668	184.962817928074	146.8	12	81.7	72.8	102.3	543.1	Southern	152.9	11.8
1087	Stressed	B_cells	69.1104862847567	99.429177028713	73.6159790134002	84.1604759096304	109.31249393562	93.6772878634437	92.4	31	62.5	82.4	22.9	554.5	Indian	130.7	9.5
1088	Infected	T_cells	148.184663620922	168.103477396045	180.675916211244	184.332798666552	169.865976209973	176.663089005555	135.4	51	51.2	92.3	27.4	554	Indian	142.6	14.2
1089	Infected	B_cells	136.225346278552	156.696404400903	163.016611564047	174.972867483859	179.005914447933	181.345297380747	127.1	57	55.3	90.5	19	445.7	Southern	128.6	11.5
1090	Stressed	B_cells	97.7030679573277	114.584254653707	91.0669776496178	118.318025334147	111.455700216163	93.18300062341	97.3	19	69.1	83.6	24.8	398.3	Arctic	127.9	8.2
1091	Recovering	B_cells	87.2534400658538	104.026812930398	89.8309345232314	106.137596274701	123.683572518696	85.3942059953341	108.1	5	85.9	86.2	19.7	516.9	Atlantic	121.4	15.4
1092	Stressed	T_cells	93.1737494002771	105.880754103214	100.812794150135	100.157904318769	123.618795580393	100.948371792572	105.9	40	60.7	79.3	30.2	479.1	Arctic	144.6	8.3
1093	Healthy	Monocytes	56.5130200506681	46.7694633534389	98.2701509869799	73.1801021113328	76.8800011278583	67.9456604696455	115.2	55	69.1	69.7	29.2	562.5	Indian	136.6	23.2
1094	Healthy	B_cells	81.7606423304915	45.876346182749	98.586560432003	72.3779435923829	76.9732032371594	79.6475484872368	111.9	25	92.8	75.8	29.7	558.3	Pacific	128.2	20.5
1095	Stressed	B_cells	87.3312837827224	105.124927856341	96.2754541987801	105.962321982339	96.9671061543862	107.562225316683	95.3	11	78.9	80	25.8	373.9	Pacific	106.7	10.8
1096	Healthy	B_cells	64.7396205712354	63.3605099064147	105.78779142675	76.6350209372949	82.4360445042057	75.9678541606387	118.1	57	74	57.8	27.1	537	Indian	137.1	20.4
1097	Injured	Macrophages	114.861314026526	89.7663770502115	120.635879677212	101.168597224179	154.366391500117	140.559756393482	112.1	20	80.1	61.4	23.8	549.3	Pacific	128.4	9.4
1098	Injured	T_cells	105.257470698113	114.239880840712	117.579582849209	107.782109474296	170.282562306695	162.872649169869	125.7	8	88.6	92.6	30.5	489.3	Indian	128.2	11.1
1099	Infected	T_cells	144.85902721548	171.257722465422	160.939189176744	157.202472840614	176.145588479481	198.767011887358	125.7	27	79.1	103.8	28.6	425.3	Atlantic	115.4	12.2
1100	Injured	B_cells	104.182097494966	120.518728084718	111.749514448296	79.405617360591	151.727143509927	151.803362505015	112.8	8	81.8	101.6	29.5	539	Atlantic	125.1	8.7
1101	Healthy	NK_cells	81.9826846544492	67.8708599111416	110.639084004475	74.3671375594824	101.300797865848	83.0555319001779	128.5	29	83.9	77.7	55.8	522	Arctic	156.7	22.3
1102	Injured	NK_cells	104.472627012239	114.674048363504	130.372722451635	99.8138815567726	173.391932271499	156.747668558389	128.1	21	76.9	70.4	72.4	434	Indian	122.1	11.5
1103	Injured	B_cells	95.5574331028637	83.6460593497707	108.219231065262	97.4159466960782	148.861423842145	150.788003529014	112.3	8	82.1	84.2	25.3	371.8	Southern	110.3	11.9
1104	Infected	Monocytes	129.358886462909	162.564545055515	158.643384709073	159.580808135257	166.694653049752	169.40466092112	130.8	13	79.8	84	24.6	537.5	Atlantic	123	10.5
1105	Injured	T_cells	110.939068276398	115.712850290049	114.287689136075	114.273394874096	148.883074796975	143.745523727926	112.4	53	63.1	73.9	28.5	547.6	Atlantic	127.2	11.1
1106	Injured	NK_cells	118.387277543925	124.369999402203	126.060363113219	121.549766862201	164.651995181449	157.86060624395	120.8	46	55.8	53.8	89.1	455.4	Southern	130.3	11.4
1107	Healthy	NK_cells	87.566531937461	72.2788212873517	102.332621679104	79.8559266170986	96.015415260651	84.4337377930904	131.7	16	95.7	77	62.4	460.6	Atlantic	120.6	24
1108	Recovering	NK_cells	103.392758619729	108.967495748912	102.62588427382	108.970140047955	129.744334939604	108.636369067035	108.7	17	73	71.7	80.9	546.2	Pacific	123.6	16.1
1109	Recovering	Macrophages	74.000133855037	103.620403830869	105.14815851672	93.5184432846252	117.933451977177	92.9829158779921	96.7	53	64.1	69.7	26.6	552.8	Arctic	155.3	16.2
1110	Healthy	Monocytes	53.6060445712646	47.0666429986572	88.8875982716931	63.0168064417933	76.6995695671779	50.1697211662415	110.3	6	101.4	71.2	20.2	475.9	Atlantic	126.6	22.7
1111	Healthy	Macrophages	74.9898850145819	72.5682264129915	87.3239097586192	62.3387875231009	90.2170919311767	69.5307948024556	119.2	44	80.1	86.1	25	436.5	Atlantic	111.1	21.5
1112	Stressed	Macrophages	81.6035268002398	99.7481764101906	77.9884886614702	97.0128002255352	114.752000223599	92.3411742930236	95.6	21	72.5	78.1	22.1	574.1	Arctic	155.6	9.5
1113	Infected	T_cells	147.297231267677	161.263974150783	172.745547810469	160.377634865672	188.853797134062	183.572983932407	130.8	20	85.8	87	25.5	615.1	Atlantic	134.8	12.9
1114	Infected	B_cells	147.30292807038	160.082262726271	155.135453747823	151.574839398347	166.488273999082	168.83130974214	132.8	27	67.7	89.7	31.9	488.3	Pacific	109.4	8.9
1115	Recovering	NK_cells	94.966433370287	99.1977635428568	94.3909479340397	111.610022032686	127.533479515921	97.8555609885205	101.5	47	58.6	74.2	72.8	530.1	Atlantic	124.7	15.4
1116	Infected	NK_cells	163.015049428592	174.194359959952	161.125092369799	170.361533164953	200.374730367228	204.29075075694	151	60	51.3	106.9	107.3	596.6	Indian	144.8	13.5
1117	Injured	B_cells	99.5876670206146	99.1996550258028	120.694426844171	106.696834562862	141.661251270975	154.156735088081	120.6	10	79.1	77.1	24.7	597	Arctic	164.9	9.7
1118	Infected	T_cells	153.801310450759	157.35291132307	161.369365214829	168.880427852467	171.015439214121	176.361353187767	136.2	59	51.5	116.6	24.7	423.7	Southern	133.5	12.6
1119	Recovering	B_cells	96.2625674121568	110.997422925089	96.1055459855029	105.073777660001	114.086728694252	94.1161787912446	103.4	24	67.4	76.6	25.9	522.6	Arctic	155.8	15.1
1120	Healthy	B_cells	68.4792205735382	70.9844636153053	101.621009889052	71.3902900768605	99.5659009995451	74.7443719645317	124	39	81.7	59.1	22.3	546.1	Atlantic	120.4	21.5
1121	Recovering	NK_cells	103.930402137458	111.401968349632	107.837608880173	119.690852810462	130.668167289119	110.976707766901	111.6	13	76.4	77.4	85.1	507.1	Atlantic	119.1	18.5
1122	Infected	Macrophages	146.310868270075	176.834312006336	169.047562433689	167.136617944882	173.039742030213	179.391786326294	125.4	32	71.4	87.8	24.6	487.9	Atlantic	102.9	13.6
1123	Injured	T_cells	115.150938595084	103.79716277021	114.085758597007	100.455450021918	153.287080639127	155.725950438346	119.2	6	78	70.6	23.3	569.1	Pacific	129.1	10.3
1124	Injured	NK_cells	119.765083319326	123.708759923851	107.169313215556	118.681259743409	163.985149464504	161.787345096538	115.1	30	65.1	78.2	79.3	387.5	Atlantic	104.9	10.1
1125	Stressed	T_cells	69.7048503662053	97.8380428414797	97.8665046633017	98.6898571709729	112.190110987363	89.6511670735335	83.2	33	72	68	24.1	510.4	Arctic	147.7	6.9
1126	Infected	T_cells	151.730240792627	177.582805488739	173.80280457189	166.354714624254	178.349712580628	169.228645124318	131.6	30	72.1	82.3	26.4	408.3	Pacific	110.6	11.4
1127	Injured	B_cells	110.886250114848	105.871417447799	100.834361994323	102.022457584284	154.875895433412	144.937373097022	116.7	5	86	75.5	21.2	548.1	Indian	125.7	11.9
1128	Healthy	NK_cells	77.6000422907727	66.7949524863013	93.2108035670496	71.8405696746624	103.615918051904	75.9231589430722	124.5	5	97.7	76.6	61.2	493.8	Southern	136.2	22.8
1129	Infected	B_cells	148.626986290885	169.458157276802	145.249196998606	145.666318293149	168.02182368952	160.134797342694	129.1	48	57	87.3	23.5	510.2	Arctic	137.3	11
1130	Stressed	NK_cells	87.6220318876997	117.783314518587	96.8975840487335	118.443546733962	116.057298212916	111.354503587763	94.8	49	54.6	63.5	83.6	605.2	Atlantic	137.8	9.9
1131	Infected	NK_cells	155.355310562076	176.796399347901	169.095892550848	166.603744397987	176.875408147822	192.130385481139	139.3	27	75.6	99.4	104.4	607.6	Arctic	166.8	14.5
1132	Injured	B_cells	101.352653361322	99.4288481616849	120.368280314714	105.486452155348	159.531544336223	158.486611728551	120.5	52	54	76	21.4	441.6	Atlantic	112.6	11.5
1133	Healthy	T_cells	58.2567642300617	68.5906722708471	120.293700352005	79.4078880051092	100.350474766915	99.770697397835	116.9	57	73.2	64.6	23.7	503.1	Arctic	146.7	21.2
1134	Infected	T_cells	147.012824337461	169.658328884127	160.103812350732	165.9356119735	188.805090167752	195.367665124744	137.3	8	86.7	88.9	28.8	579.7	Indian	124.3	12
1135	Healthy	B_cells	57.5197374797128	65.900105377977	103.019727236677	63.6831559330481	84.2995830627646	60.3859328760941	115.3	50	73.3	74.2	25	422.3	Southern	112.9	20.9
1136	Infected	Monocytes	140.657024256279	147.621807669138	148.938777125222	154.556564378503	157.350235096247	174.221351819283	123.3	14	84.8	96.5	36.7	507.1	Pacific	115.5	12
1137	Infected	Macrophages	148.569080379015	171.100276046837	164.597325520385	154.368900690798	174.252904993252	177.363982126982	130.6	34	66.4	84.7	22.9	463.5	Pacific	120.7	12.1
1138	Infected	NK_cells	160.255039182296	179.818189131649	157.566459279464	175.303080403774	186.394476301301	187.550058039362	131.8	41	65.9	102.3	111.7	488.9	Atlantic	114.8	12.2
1139	Stressed	B_cells	73.4401364277402	94.5398379699836	87.2906505038823	92.8597397660557	115.214265542975	102.334602663569	94.3	42	62.8	71.5	21.4	612	Southern	145.2	9.5
1140	Infected	Monocytes	148.716106994656	160.769844647788	163.104858257819	157.825705623326	165.925753488721	171.618608392026	129.9	49	59.4	55.2	20.5	585.7	Atlantic	129.4	12
1141	Healthy	Monocytes	70.8300684148463	51.591604241933	95.0384383503495	63.94101612223	98.1419303182019	70.7409660340911	119.7	58	78.1	63.9	29.7	475.8	Southern	129.6	23.2
1142	Injured	T_cells	95.7958576120034	122.423498186852	118.06781142293	102.547703929808	158.021509920391	176.690945368747	113.7	40	63.9	64	30.9	526	Arctic	153.9	11.2
1143	Infected	Monocytes	130.585635851697	150.477428799392	159.395520949461	155.978871148893	169.634425080711	179.165861081441	124	40	67.5	103.3	29.3	605.8	Pacific	128.4	11.7
1144	Healthy	Dendritic_cells	82.1135373250983	64.3421160239557	112.205846708931	85.7589309555344	99.664731788657	103.619413935395	120.3	39	84.4	79.2	18.3	384.6	Indian	108.4	20.8
1145	Injured	Monocytes	111.312526689513	99.9783189827671	114.096355438098	91.8380613763389	152.420961942026	154.174067773052	119.5	43	63.2	79.8	22.5	537	Southern	146.2	12.7
1146	Healthy	NK_cells	64.6042301329867	69.4089792432647	113.202819196162	65.4854702571552	105.916596512448	86.1484605611256	118.2	45	79.3	58.7	57.1	479.3	Southern	129.1	21.6
1147	Recovering	T_cells	99.650447768434	112.849766841621	108.463854841615	109.484372615113	122.275196959651	104.249974562604	106.3	25	71.4	61.8	22.5	500.5	Arctic	145.4	14.6
1148	Healthy	Monocytes	52.0514625849498	61.9498880269149	100.829531757897	69.6157266772388	85.1547638317574	75.203844525924	105.1	58	70.7	55.4	27.9	607.1	Indian	135.3	21.1
1149	Healthy	Dendritic_cells	85.5936268580548	78.7489264783352	115.366483516256	86.3048131577574	106.27396740485	98.1495326807841	131.8	24	91.9	81.7	27.2	578.6	Southern	148.1	24.2
1150	Healthy	B_cells	72.7431810846526	61.4492278082201	87.0103233723607	87.221406575586	94.2259110411162	71.2999045812603	121.1	6	100.1	91.7	25.2	570	Southern	148.2	22.5
1151	Injured	B_cells	92.1669616291127	106.267817340755	111.523685184676	111.883489129121	158.560834759342	158.198457122481	120.6	54	52.3	68.5	25.9	526.7	Indian	130.2	11.2
1152	Healthy	B_cells	68.411340234811	45.9283106750947	91.3547405873038	59.9216770441297	103.857177358125	87.6405936285436	121.1	7	95.8	63.3	20.6	538	Atlantic	128.3	21.7
1153	Infected	NK_cells	149.507065747809	154.317476891521	178.161466034401	169.813612730765	182.763052522316	199.919735124655	132.4	38	63.1	85.1	110.8	477.1	Pacific	128.7	11.1
1154	Infected	B_cells	148.481386959509	160.91061071951	157.521406067183	160.404719946532	175.212704204752	179.085894465769	126.6	27	71.7	98.1	23.4	499.9	Atlantic	118.8	11.8
1155	Infected	Dendritic_cells	159.127371210048	194.24242787774	172.279424351681	172.386933053991	192.840448834644	191.001473778307	146.4	56	53	86.6	30.1	555.1	Southern	142.8	13.4
1156	Injured	Dendritic_cells	126.154419428199	125.188656927631	129.139181130374	99.211697503313	165.872706578317	156.286621079135	129.3	25	74.7	93.9	23.3	484	Indian	121.2	13
1157	Recovering	Dendritic_cells	113.635863509414	125.283903165281	123.722452955587	119.972394652652	143.870721324221	109.162306433139	115.6	40	61.1	85.6	22	461.9	Atlantic	118.4	17.7
1158	Injured	B_cells	118.283759207175	109.737624034107	121.070437738275	95.6754652940996	142.217900449379	152.366794545772	106.5	47	64.8	83.5	21.2	587.3	Atlantic	133.4	10.6
1159	Recovering	T_cells	106.173709298463	101.889682448813	100.009690686524	84.3221519150493	121.789583709137	99.4886588866632	103.4	41	64.3	73.5	26.6	605.9	Atlantic	133.9	16.5
1160	Injured	NK_cells	115.175144804506	116.670499829769	124.996490991128	107.015068342264	159.114237672163	153.521717556232	129	41	68.3	78.4	73.9	540	Indian	128.3	12
1161	Infected	NK_cells	158.212858589167	174.349246328568	181.101171467052	177.320251927668	184.673988232788	191.522049071437	134.9	20	77.1	85.3	114.2	505.7	Indian	129.5	11.8
1162	Injured	Macrophages	94.241751926302	99.9589153502803	105.078107945233	110.759940307667	156.232919347295	155.129331004773	112.4	49	57.2	64.4	22.4	548.7	Arctic	149.4	10.5
1163	Healthy	T_cells	71.7148407308025	74.0629676336202	104.894392218107	80.4452798177159	93.6623150408952	85.3975513970118	121.5	20	88.6	75.6	33.7	389.1	Pacific	112.1	21.8
1164	Injured	Macrophages	86.0694664764721	111.474536905873	119.701326322019	102.462928199438	159.290150273033	132.238676163854	119.1	12	81.7	80.3	25	495	Arctic	139.4	13.2
1165	Healthy	T_cells	75.176755261299	81.4794340985098	114.154421551899	70.0423567700427	95.8554631244217	82.7652363065003	119.6	6	102.7	79.9	18.4	450.1	Southern	122.2	20
1166	Infected	Dendritic_cells	165.850681507016	174.478833911932	175.662212109208	188.983615340124	204.592063161428	189.777067912136	141.8	46	62.6	85.3	26.4	497.7	Arctic	153.6	12.9
1167	Recovering	T_cells	92.5465726236879	105.462015409031	100.241792783511	103.089543573266	133.456018810027	90.2339975184092	111.2	42	62.3	82.1	21.7	447	Indian	121.7	16.3
1168	Infected	Dendritic_cells	154.632433975226	179.639783818051	168.886804638764	163.020897240844	189.502991570915	197.375272153534	129.6	52	54.3	86.4	22.4	505	Arctic	140.8	11.1
1169	Injured	Dendritic_cells	102.555248644509	139.875560077706	130.141888387297	96.4519813187414	169.782726648261	143.928539355168	118.8	12	79.9	103.8	25.1	472.6	Arctic	130.4	8.9
1170	Injured	NK_cells	118.454202428364	130.587759026763	122.965856672127	95.3822082441465	177.662346862782	166.103838766392	136.6	20	80.2	87.6	75.5	480	Indian	124.9	11
1171	Injured	NK_cells	110.271798789348	111.497171160798	128.920590346488	110.525676289222	167.9483923728	175.245945501377	124.2	48	61.7	84.1	80.5	507.4	Indian	126.8	11
1172	Injured	B_cells	100.872042509389	102.876390968991	111.75246494864	100.618727144052	155.554216244975	154.563953942956	121.8	48	60.7	71.2	24.1	534.3	Southern	139.5	13.1
1173	Infected	NK_cells	155.7660603275	166.064525018996	179.946267489658	180.207253216503	186.775309896549	199.518457800435	132.1	33	71.5	94.4	118.3	552.1	Indian	136.3	10.5
1174	Stressed	Macrophages	86.5366153778211	95.3684566222023	83.0949400348399	94.5315354840386	94.9860427070921	96.8001691309298	87	28	66.3	79.4	20.2	504.6	Pacific	117.8	7.9
1175	Healthy	B_cells	58.0191070435188	59.6922324956721	92.8354886237996	63.9233537951815	95.7092217423538	71.5606995835835	110.7	53	77.3	77.9	21.1	428.8	Arctic	132.6	19.7
1176	Stressed	Monocytes	68.9183977279927	80.4544323658421	74.1110229372878	95.3383168651512	97.4526064188126	89.1901365363277	95.6	35	67.9	63.7	26.9	499.6	Indian	127.7	8.8
1177	Healthy	NK_cells	62.6833990082894	64.3056774976658	100.63083449353	78.4248816114767	92.3596712794231	70.2446522955997	122	6	101.3	81.2	58.9	472.7	Arctic	139.8	21
1178	Healthy	T_cells	86.2604652263573	75.2494741282368	108.026270815867	70.1682095411693	92.2016935716116	83.8140168706613	127.4	57	76.3	68.6	19.4	568	Indian	132.4	22.7
1179	Injured	T_cells	118.117822563306	112.613523434148	103.591828846209	94.736488810233	162.411131360193	177.256292343778	127.6	23	72.6	78.8	31.3	467	Pacific	118.4	11.5
1180	Recovering	B_cells	86.2163269518249	99.8987608072195	122.092589301916	105.489729478701	119.753126739052	74.4597101396293	108.9	49	52.5	82.9	20.9	519.2	Indian	124.4	16.2
1181	Injured	NK_cells	119.90565486196	119.831080768616	117.678616739235	117.132511235771	157.153120173756	158.985266457122	117.5	28	73.5	96.5	83	463.3	Pacific	128	11.5
1182	Recovering	NK_cells	97.7275207088902	101.077577050793	94.2547986954769	96.9291241930037	129.64459248924	100.115985436851	107.8	39	64.6	79.1	78.1	569.7	Atlantic	126.9	17
1183	Injured	Macrophages	94.8070792531708	116.396867772705	112.696408686455	104.654034462047	159.022579230096	143.654814678144	109.6	58	58	67.6	18.8	502.8	Indian	126.4	10.3
1184	Infected	Dendritic_cells	165.552990172723	188.444310129942	164.241658980445	173.431329984593	211.406825014507	195.324357273097	143.5	42	62.7	91.4	29.7	517.3	Indian	129.4	11.4
1185	Infected	T_cells	156.243966543416	173.191438188518	176.889567725639	166.448498200239	187.605083260634	186.302181123859	135.7	36	72.3	91.2	32.8	518.2	Southern	137.8	10.8
1186	Healthy	NK_cells	78.3328952997859	61.3088194577829	104.684603447907	90.7320073920923	108.496173085826	85.3784989168287	127.7	16	98.3	81.5	64.7	497.4	Indian	117.3	23.6
1187	Infected	T_cells	157.373289655949	167.209854650086	170.511583631683	168.989789970624	188.88539397988	174.970651661255	137.6	22	76.4	102.3	24.5	487.5	Indian	120.7	11.2
1188	Infected	NK_cells	136.141643800911	166.476818138761	153.476530636579	167.441990181102	177.449666657515	200.77355732772	141.2	32	70.8	94.2	112.6	613.6	Arctic	171.5	11
1189	Infected	Macrophages	143.036783089929	167.563183987721	170.065329936613	172.559497637428	176.522995048548	166.073863277007	134.5	58	50.7	86.1	24.7	507.5	Southern	137.6	11
1190	Stressed	NK_cells	103.539290542813	95.7423002549465	95.6237415167003	109.715306730104	108.830575054084	104.238936240699	102.7	28	64.7	65	84.9	502.8	Southern	129.8	10.4
1191	Injured	NK_cells	101.751889807811	121.947866946025	121.564028139723	116.146078203385	164.900931376466	156.005040237009	129.1	30	66.6	93.8	84.7	437.7	Indian	126.3	13
1192	Stressed	T_cells	83.8052350438223	103.884128955629	87.2789612720729	101.410381925505	111.182563727075	98.7594450017268	85.2	26	68.4	69.8	27.6	450.3	Pacific	110.7	9.4
1193	Injured	T_cells	119.337536799126	112.4388327678	134.471544309211	114.120626783836	144.125163864232	167.007887094188	113.7	29	72.1	80	15.6	454.2	Southern	127	10.5
